days	noun	384
president	noun	382
side	noun	381
social	adj	380
order	noun	376
given	verb	376
possible	adj	374
national	adj	374
second	det	373
present	adj	372
face	noun	371
per	prep	370
form	noun	370
often	adv	369
important	adj	369
among	prep	369
things	noun	368
rather	adv	368
looked	verb	367
early	adj	366
white	adj	365
john	noun	362
case	noun	362
large	adj	361
need	verb	360
four	det	360
big	adj	360
within	prep	359
become	verb	359
felt	verb	357
children	noun	355
along	prep	355
saw	verb	352
best	adj	351
church	noun	348
ever	adv	344
power	noun	342
thing	noun	333
seemed	verb	333
light	noun	333
development	noun	333
family	noun	331
interest	noun	330
want	verb	328
mind	noun	325
members	noun	325
country	noun	324
area	noun	324
others	noun	323
although	conj	321
turned	verb	320
done	verb	319
open	adj	318
service	noun	314
god	noun	314
problem	noun	313
kind	noun	313
door	noun	312
different	adj	312
began	verb	312
thus	adv	311
sense	noun	311
means	noun	310
help	verb	310
whole	adj	309
matter	noun	308
perhaps	adv	307
itself	pron	304
york	noun	302
times	noun	300
law	noun	299
human	adj	299
line	noun	298
above	prep	296
name	noun	294
example	noun	292
action	noun	291
company	noun	290
hands	noun	289
show	verb	288
local	adj	288
whether	conj	286
history	noun	286
five	det	286
gave	verb	285
today	noun	284
either	conj	284
feet	noun	283
act	noun	283
taken	verb	281
seen	verb	279
having	verb	279
death	noun	277
experience	noun	276
body	noun	276
week	noun	275
really	adv	275
words	noun	274
word	noun	274
field	noun	274
car	noun	274
already	adv	273
themselves	pron	270
across	prep	270
information	noun	269
tell	verb	268
shall	verb	268
together	adv	267
college	noun	267
period	noun	265
money	noun	265
keep	verb	264
held	verb	264
sure	adj	263
probably	adv	261
seems	verb	259
free	adj	259
real	adj	258
political	adj	258
cannot	verb	258
behind	prep	258
question	noun	257
air	noun	257
office	noun	255
making	verb	255
miss	noun	253
brought	verb	253
enough	adv	252
whose	pron	251
special	adj	250
problems	noun	247
major	adj	247
heard	verb	247
study	noun	246
moment	noun	246
federal	adj	246
became	verb	246
ago	adv	246
known	verb	245
available	adj	245
street	noun	244
result	noun	244
economic	adj	243
all	adv	243
reason	noun	241
position	noun	241
south	noun	240
change	noun	240
boy	noun	240
quite	adv	239
board	noun	239
job	noun	238
society	noun	237
am	verb	237
areas	noun	236
west	noun	235
close	adv	234
turn	verb	233
true	adj	231
love	noun	231
individual	adj	231
community	noun	231
full	adj	230
court	noun	230
seem	verb	229
cost	noun	229
wife	noun	228
future	noun	227
force	noun	227
wanted	verb	226
voice	noun	226
age	noun	226
department	noun	225
woman	noun	224
center	noun	224
control	noun	223
common	adj	223
policy	noun	222
necessary	adj	222
sometimes	adv	221
front	noun	221
following	verb	221
six	det	220
girl	noun	220
certain	adj	220
clear	adj	219
land	noun	218
provide	verb	216
party	noun	216
music	noun	216
mother	noun	216
feel	verb	216
able	adj	216
university	noun	214
education	noun	214
students	noun	213
level	noun	213
effect	noun	213
child	noun	213
town	noun	212
stood	verb	212
short	adj	212
run	verb	212
military	adj	212
total	noun	211
outside	prep	210
morning	noun	210
rate	noun	209
figure	noun	209
art	noun	208
class	noun	207
century	noun	207
washington	noun	206
usually	adv	206
north	noun	206
therefore	adv	205
plan	noun	205
less	adv	205
leave	verb	205
top	noun	204
sound	noun	204
million	det	204
evidence	noun	204
black	adj	203
strong	adj	202
hard	adj	202
tax	noun	201
value	noun	200
type	noun	200
surface	noun	200
says	verb	200
play	verb	200
believe	verb	200
soon	adv	199
mean	verb	199
down	prep	199
table	noun	198
peace	noun	198
near	prep	198
modern	adj	198
lines	noun	198
road	noun	197
red	adj	197
past	noun	197
book	noun	197
situation	noun	196
process	noun	196
personal	adj	196
minutes	noun	196
women	noun	195
schools	noun	195
nor	conj	195
increase	noun	195
gone	verb	195
english	adj	195
alone	adv	195
started	verb	194
living	verb	194
idea	noun	194
america	noun	194
longer	adv	193
cut	verb	192
secretary	noun	191
private	adj	191
nature	noun	191
finally	adv	191
third	det	190
months	noun	189
section	noun	188
greater	adj	188
call	verb	188
needed	verb	187
fire	noun	187
expected	verb	187
view	noun	186
values	noun	186
kept	verb	186
ground	noun	186
further	adv	186
pressure	noun	185
dark	adj	185
space	noun	184
basis	noun	184
father	noun	183
east	adj	183
union	noun	182
spirit	noun	182
required	verb	182
complete	adj	182
wrote	verb	181
moved	verb	181
except	prep	181
support	noun	180
return	noun	180
conditions	noun	180
up	prep	179
recent	adj	179
late	adj	179
attention	noun	179
live	verb	177
hope	noun	177
else	adv	176
costs	noun	176
brown	noun	176
stage	noun	175
nations	noun	175
beyond	prep	175
taking	verb	174
report	noun	174
read	verb	174
person	noun	174
material	noun	174
inside	prep	174
hours	noun	174
dead	adj	174
coming	verb	174
miles	noun	173
low	adj	173
lost	verb	173
looking	verb	173
instead	adv	173
heart	noun	173
forces	noun	173
data	noun	173
pay	verb	172
makes	verb	172
followed	verb	172
feeling	noun	172
amount	noun	172
added	verb	172
simply	adv	171
research	noun	171
move	verb	171
industry	noun	171
including	prep	171
hundred	det	171
cold	adj	171
basic	adj	171
tried	verb	170
developed	verb	170
reached	verb	169
hold	verb	169
committee	noun	168
island	noun	167
equipment	noun	167
defense	noun	167
shown	verb	166
actually	adv	166
river	noun	165
religious	adj	165
particular	adj	165
central	adj	165
ten	det	164
sort	noun	164
getting	verb	164
beginning	noun	164
terms	noun	163
son	noun	163
rest	noun	163
received	verb	163
doing	verb	163
trying	verb	162
picture	noun	162
medical	adj	162
especially	adv	162
care	noun	162
subject	noun	161
friends	noun	161
fine	adj	161
difficult	adj	161
administration	noun	161
wall	noun	160
simple	adj	160
higher	adj	160
building	noun	160
walked	verb	159
meeting	noun	159
indeed	adv	159
foreign	adj	158
floor	noun	158
bring	verb	158
similar	adj	157
range	noun	157
passed	verb	157
paper	noun	157
off	prep	157
training	noun	156
property	noun	156
natural	adj	156
police	noun	155
market	noun	155
international	adj	155
growth	noun	155
county	noun	155
cent	noun	155
written	verb	154
talk	verb	154
start	verb	154
england	noun	154
suddenly	adv	153
story	noun	153
hear	verb	153
needs	noun	152
issue	noun	152
hall	noun	152
congress	noun	152
answer	noun	152
working	verb	151
likely	adj	151
countries	noun	151
considered	verb	151
sat	verb	150
earth	noun	150
results	noun	149
purpose	noun	149
meet	verb	149
labor	noun	149
happened	verb	149
entire	adj	149
william	noun	148
stand	verb	148
production	noun	148
hair	noun	148
difference	noun	148
cases	noun	148
stock	noun	147
involved	verb	147
food	noun	147
final	adj	147
fall	noun	147
particularly	adv	146
increased	verb	146
earlier	adj	146
whom	pron	145
various	adj	145
using	verb	145
thinking	verb	145
sent	verb	145
paid	verb	145
letter	noun	145
knowledge	noun	145
hour	noun	145
effort	noun	145
club	noun	145
below	prep	145
yes	adv	144
christian	adj	144
trade	noun	143
square	noun	143
ready	adj	143
points	noun	143
industrial	adj	143
ideas	noun	143
deal	noun	143
certainly	adv	143
boys	noun	143
blue	adj	143
bill	noun	143
moral	adj	142
methods	noun	142
method	noun	142
girls	noun	142
due	adj	142
bad	adj	142
addition	noun	142
weeks	noun	141
throughout	prep	141
statement	noun	141
showed	verb	141
reading	verb	141
neither	conj	141
nearly	adv	141
directly	adv	141
decided	verb	141
try	verb	140
questions	noun	140
kennedy	noun	140
color	noun	140
according	prep	140
services	noun	139
programs	noun	139
nation	noun	139
lay	verb	139
french	adj	139
size	noun	138
remember	verb	138
physical	adj	138
western	adj	137
understand	verb	137
strength	noun	137
southern	adj	137
record	noun	137
member	noun	137
comes	verb	137
population	noun	136
normal	adj	136
volume	noun	135
temperature	noun	135
merely	adv	135
district	noun	135
concerned	verb	135
appeared	verb	135
trouble	noun	134
trial	noun	134
summer	noun	134
ran	verb	134
aid	noun	134
sales	noun	133
maybe	adv	133
literature	noun	133
list	noun	133
friend	noun	133
evening	noun	133
direction	noun	133
continued	verb	133
provided	verb	132
met	verb	132
led	verb	132
influence	noun	132
generally	adv	132
association	noun	132
army	noun	132
student	noun	131
step	noun	131
science	noun	131
opened	verb	131
husband	noun	131
changes	noun	131
chance	noun	131
works	noun	130
series	noun	130
month	noun	130
hot	adj	130
cause	noun	130
average	adj	130
wrong	adj	129
theory	noun	129
systems	noun	129
stopped	verb	129
soviet	noun	129
planning	verb	129
myself	pron	129
lead	verb	129
george	noun	129
effective	adj	129
direct	adj	129
worked	verb	128
ways	noun	128
piece	noun	128
organization	noun	128
movement	noun	128
freedom	noun	128
clearly	adv	128
ask	verb	128
treatment	noun	127
spring	noun	127
somewhat	adv	127
press	noun	127
note	noun	127
meaning	noun	127
lot	noun	127
forms	noun	127
fear	noun	127
efforts	noun	127
consider	verb	127
bed	noun	127
beautiful	adj	127
truth	noun	126
placed	verb	126
hotel	noun	126
wide	adj	125
respect	noun	125
plant	noun	125
numbers	noun	125
herself	pron	125
groups	noun	125
degree	noun	125
carried	verb	125
apparently	adv	125
reaction	noun	124
manner	noun	124
farm	noun	124
easy	adj	124
running	verb	123
recently	adv	123
lower	adj	123
larger	adj	123
immediately	adv	123
game	noun	123
approach	noun	123
performance	noun	122
feed	verb	122
eye	noun	122
daily	adj	122
couple	noun	122
charge	noun	122
understanding	noun	121
persons	noun	121
opportunity	noun	121
march	noun	121
c	noun	121
blood	noun	121
arms	noun	121
technical	adj	120
stop	verb	120
radio	noun	120
progress	noun	120
fiscal	adj	120
described	verb	120
additional	adj	120
window	noun	119
test	noun	119
steps	noun	119
served	verb	119
reported	verb	119
religion	noun	119
main	adj	119
image	noun	119
determined	verb	119
decision	noun	119
chief	adj	119
based	verb	119
responsibility	noun	118
middle	adj	118
gun	noun	118
europe	noun	118
character	noun	118
british	adj	118
aj	noun	118
writing	verb	117
learned	verb	117
horse	noun	117
appear	verb	117
account	noun	117
types	noun	116
serious	adj	116
ones	noun	116
length	noun	116
green	adj	116
activity	noun	116
specific	adj	115
slowly	adv	115
returned	verb	115
obtained	verb	115
nuclear	adj	115
lived	verb	115
letters	noun	115
forward	adv	115
corner	noun	115
audience	noun	115
activities	noun	115
straight	adv	114
quality	noun	114
plane	noun	114
obviously	adv	114
moving	verb	114
justice	noun	114
hit	verb	114
gives	verb	114
doubt	noun	114
design	noun	114
stay	verb	113
staff	noun	113
shot	noun	113
seven	det	113
saying	verb	113
poor	adj	113
plans	noun	113
pattern	noun	113
parts	noun	113
operation	noun	113
include	verb	113
function	noun	113
figures	noun	113
choice	noun	113
born	verb	113
whatever	det	112
sun	noun	112
cars	noun	112
pool	noun	111
faith	noun	111
wish	verb	110
waiting	verb	110
standard	adj	110
speak	verb	110
lack	noun	110
hospital	noun	110
heavy	adj	110
extent	noun	110
completely	adv	110
ball	noun	110
visit	noun	109
principle	noun	109
language	noun	109
income	noun	109
firm	noun	109
democratic	adj	109
deep	adj	109
ahead	adv	109
products	noun	108
price	noun	108
indicated	verb	108
importance	noun	108
growing	verb	108
expect	verb	108
established	verb	108
effects	noun	108
distance	noun	108
designed	verb	108
analysis	noun	108
stress	noun	107
serve	verb	107
pretty	adv	107
negro	noun	107
leaders	noun	107
existence	noun	107
elements	noun	107
easily	adv	107
division	noun	107
determine	verb	107
continue	verb	107
cities	noun	107
attitude	noun	107
write	verb	106
scene	noun	106
remained	verb	106
limited	verb	106
hardly	adv	106
factors	noun	106
closed	verb	106
applied	verb	106
agreement	noun	106
afternoon	noun	106
suggested	verb	105
station	noun	105
season	noun	105
rhode	noun	105
reach	verb	105
professional	adj	105
married	verb	105
interested	verb	105
health	noun	105
drive	noun	105
b	noun	105
spent	verb	104
role	noun	104
played	verb	104
eight	det	104
despite	prep	104
current	adj	104
covered	verb	104
becomes	verb	104
attack	noun	104
unit	noun	103
teeth	noun	103
studies	noun	103
reasons	noun	103
race	noun	103
original	adj	103
mouth	noun	103
machine	noun	103
exactly	adv	103
date	noun	103
council	noun	103
corps	noun	103
commission	noun	103
built	verb	103
supply	noun	102
rise	noun	102
relations	noun	102
related	verb	102
rates	noun	102
prepared	verb	102
news	noun	102
demand	noun	102
unless	conj	101
trees	noun	101
sunday	noun	101
standing	verb	101
raised	verb	101
playing	verb	101
officer	noun	101
james	noun	101
events	noun	101
dropped	verb	101
director	noun	101
bit	noun	101
walk	verb	100
thomas	noun	100
talking	verb	100
sides	noun	100
places	noun	100
meant	verb	100
facilities	noun	100
energy	noun	100
doctor	noun	100
clay	noun	100
techniques	noun	99
poet	noun	99
knows	verb	99
june	noun	99
jazz	noun	99
glass	noun	99
gas	noun	99
filled	verb	99
actual	adj	99
style	noun	98
share	noun	98
popular	adj	98
mass	noun	98
institutions	noun	98
happy	adj	98
fight	noun	98
concern	noun	98
claim	noun	98
chicago	noun	98
caught	verb	98
bridge	noun	98
thousand	det	97
suppose	verb	97
status	noun	97
radiation	noun	97
materials	noun	97
included	verb	97
heat	noun	97
follow	verb	97
entered	verb	97
dollars	noun	97
communist	noun	97
cattle	noun	97
usual	adj	96
sitting	verb	96
primary	adj	96
opinion	noun	96
giving	verb	96
film	noun	96
considerable	adj	96
conference	noun	96
churches	noun	96
charles	noun	96
books	noun	96
behavior	noun	96
accepted	verb	96
successful	adj	95
sea	noun	95
proper	adj	95
oil	noun	95
marriage	noun	95
funds	noun	95
christ	noun	95
changed	verb	95
attempt	noun	95
worth	adj	94
wait	verb	94
tradition	noun	94
source	noun	94
sir	noun	94
sign	noun	94
shows	verb	94
practice	noun	94
park	noun	94
highly	adv	94
discussion	noun	94
construction	noun	94
arm	noun	94
success	noun	93
remain	verb	93
project	noun	93
older	adj	93
lord	noun	93
authority	noun	93
annual	adj	93
americans	noun	93
thin	adj	92
principal	adj	92
pieces	noun	92
obvious	adj	92
leadership	noun	92
jack	noun	92
fell	verb	92
weight	noun	91
structure	noun	91
security	noun	91
records	noun	91
parents	noun	91
objective	noun	91
mike	noun	91
measure	noun	91
management	noun	91
frequently	adv	91
entirely	adv	91
dinner	noun	91
condition	noun	91
complex	adj	91
civil	adj	91
base	noun	91
purposes	noun	90
produced	verb	90
noted	verb	90
next	adv	90
kitchen	noun	90
equal	adj	90
dance	noun	90
corporation	noun	90
caused	verb	90
balance	noun	90
regard	noun	89
quickly	adv	89
published	verb	89
pass	verb	89
names	noun	89
london	noun	89
goes	verb	89
famous	adj	89
failure	noun	89
develop	verb	89
clothes	noun	89
sources	noun	88
relationship	noun	88
poetry	noun	88
pain	noun	88
moreover	adv	88
manager	noun	88
leaving	verb	88
laws	noun	88
king	noun	88
key	noun	88
greatest	adj	88
enemy	noun	88
cover	verb	88
check	verb	88
carry	verb	88
break	verb	88
bottom	noun	88
announced	verb	88
add	verb	88
active	adj	88
units	noun	87
touch	noun	87
spoke	verb	87
product	noun	87
possibility	noun	87
operating	verb	87
mary	noun	87
fixed	verb	87
finished	verb	87
facts	noun	87
companies	noun	87
carefully	adv	87
bright	adj	87
battle	noun	87
assistance	noun	87
workers	noun	86
takes	verb	86
significant	adj	86
seeing	verb	86
scientific	adj	86
rose	verb	86
require	verb	86
philosophy	noun	86
patient	noun	86
otherwise	adv	86
loss	noun	86
inches	noun	86
financial	adj	86
died	verb	86
citizens	noun	86
build	verb	86
allowed	verb	86
variety	noun	85
stations	noun	85
stated	verb	85
shape	noun	85
rules	noun	85
relatively	adv	85
musical	adj	85
marked	verb	85
german	adj	85
distribution	noun	85
concept	noun	85
classes	noun	85
captain	noun	85
capital	noun	85
strange	adj	84
sex	noun	84
reports	noun	84
remains	verb	84
proposed	verb	84
post	noun	84
operations	noun	84
named	verb	84
learn	verb	84
impossible	adj	84
collection	noun	84
circumstances	noun	84
catholic	adj	84
broad	adj	84
begin	verb	84
aware	adj	84
appears	verb	84
affairs	noun	84
yesterday	noun	83
winter	noun	83
team	noun	83
spread	verb	83
speed	noun	83
slightly	adv	83
sight	noun	83
ship	noun	83
robert	noun	83
requirements	noun	83
remembered	verb	83
regular	adj	83
prevent	verb	83
opening	verb	83
officers	noun	83
offered	verb	83
mark	noun	83
interests	noun	83
houses	noun	83
henry	noun	83
governor	noun	83
capacity	noun	83
bank	noun	83
youth	noun	82
train	noun	82
produce	verb	82
presented	verb	82
poems	noun	82
interesting	adj	82
instance	noun	82
fresh	adj	82
drink	noun	82
bar	noun	82
watched	verb	81
watch	verb	81
trip	noun	81
subjects	noun	81
provides	verb	81
opposite	adj	81
nine	det	81
neck	noun	81
lives	noun	81
index	noun	81
immediate	adj	81
hell	noun	81
germany	noun	81
forced	verb	81
file	noun	81
event	noun	81
essential	adj	81
crisis	noun	81
created	verb	81
cells	noun	81
campaign	noun	81
apartment	noun	81
agreed	verb	81
twenty	det	80
teacher	noun	80
session	noun	80
russian	adj	80
recognized	verb	80
providence	noun	80
offer	verb	80
lady	noun	80
indicate	verb	80
gray	adj	80
fully	adv	80
features	noun	80
explained	verb	80
term	noun	79
studied	verb	79
separate	adj	79
sam	noun	79
reduced	verb	79
reality	noun	79
procedure	noun	79
mentioned	verb	79
maximum	adj	79
expression	noun	79
economy	noun	79
differences	noun	79
desire	noun	79
atmosphere	noun	79
traditional	adj	78
tone	noun	78
smaller	adj	78
secret	adj	78
previous	adj	78
picked	verb	78
mission	noun	78
looks	verb	78
literary	adj	78
favor	noun	78
fast	adv	78
fair	adj	78
enter	verb	78
edge	noun	78
coffee	noun	78
beside	prep	78
vocational	adj	77
title	noun	77
t	noun	77
solid	adj	77
rights	noun	77
response	noun	77
permit	verb	77
model	noun	77
laid	verb	77
judge	noun	77
follows	verb	77
election	noun	77
editor	noun	77
believed	verb	77
anode	noun	77
address	noun	77
watching	verb	76
telephone	noun	76
region	noun	76
receive	verb	76
quiet	adj	76
presence	noun	76
p	noun	76
nice	adj	76
memory	noun	76
knife	noun	76
hearing	noun	76
formed	verb	76
difficulty	noun	76
buildings	noun	76
bottle	noun	76
vote	noun	75
virginia	noun	75
turning	verb	75
treated	verb	75
stayed	verb	75
round	adj	75
rock	noun	75
removed	verb	75
planned	verb	75
official	adj	75
murder	noun	75
killed	verb	75
junior	adj	75
france	noun	75
fit	verb	75
expressed	verb	75
dog	noun	75
camp	noun	75
twice	adv	74
store	noun	74
standards	noun	74
send	verb	74
selected	verb	74
rich	adj	74
positive	adj	74
pointed	verb	74
personnel	noun	74
observed	verb	74
november	noun	74
leader	noun	74
jewish	adj	74
interior	noun	74
increasing	verb	74
gain	noun	74
frame	noun	74
fourth	det	74
failed	verb	74
faculty	noun	74
contrast	noun	74
claims	noun	74
berlin	noun	74
ability	noun	74
writers	noun	73
writer	noun	73
valley	noun	73
rule	noun	73
pulled	verb	73
powers	noun	73
nevertheless	adv	73
membership	noun	73
louis	noun	73
individuals	noun	73
discovered	verb	73
chapter	noun	73
brother	noun	73
brief	adj	73
advantage	noun	73
wine	noun	72
wants	verb	72
village	noun	72
upper	adj	72
somehow	adv	72
sharp	adj	72
russia	noun	72
resources	noun	72
plus	conj	72
platform	noun	72
phase	noun	72
ordinary	adj	72
morgan	noun	72
master	noun	72
legal	adj	72
jones	noun	72
items	noun	72
increases	noun	72
hill	noun	72
fighting	verb	72
fields	noun	72
familiar	adj	72
faces	noun	72
evil	adj	72
detail	noun	72
daughter	noun	72
command	noun	72
broke	verb	72
boat	noun	72
assumed	verb	72
allow	verb	72
accept	verb	72
universe	noun	71
unity	noun	71
smiled	verb	71
richard	noun	71
responsible	adj	71
proved	verb	71
principles	noun	71
mercer	noun	71
historical	adj	71
forth	adv	71
factor	noun	71
constant	adj	71
compared	verb	71
column	noun	71
chosen	verb	71
carrying	verb	71
beauty	noun	71
april	noun	71
approximately	adv	71
walls	noun	70
waited	verb	70
song	noun	70
shelter	noun	70
sections	noun	70
san	noun	70
rome	noun	70
revolution	noun	70
rain	noun	70
naturally	adv	70
independent	adj	70
independence	noun	70
foot	noun	70
exchange	noun	70
educational	adj	70
dust	noun	70
drawn	verb	70
dogs	noun	70
danger	noun	70
communism	noun	70
buy	verb	70
box	noun	70
aircraft	noun	70
willing	adj	69
weather	noun	69
texas	noun	69
teachers	noun	69
sweet	adj	69
settled	verb	69
seek	verb	69
realized	verb	69
realize	verb	69
politics	noun	69
ordered	verb	69
lips	noun	69
liberal	adj	69
levels	noun	69
league	noun	69
fashion	noun	69
connection	noun	69
completed	verb	69
clean	adj	69
china	noun	69
calls	verb	69
ancient	adj	69
won	verb	68
traffic	noun	68
statements	noun	68
starting	verb	68
stands	verb	68
signs	noun	68
quick	adj	68
protection	noun	68
projects	noun	68
practical	adj	68
policies	noun	68
pictures	noun	68
ought	verb	68
monday	noun	68
minimum	adj	68
leading	verb	68
largely	adv	68
khrushchev	noun	68
initial	adj	68
horses	noun	68
frank	noun	68
flow	noun	68
fifty	det	68
families	noun	68
excellent	adj	68
emotional	adj	68
electronic	adj	68
electric	adj	68
dry	adj	68
drew	verb	68
directed	verb	68
characteristic	adj	68
beat	verb	68
article	noun	68
appropriate	adj	68
application	noun	68
animal	noun	68
actions	noun	68
yourself	pron	67
wonder	verb	67
warm	adj	67
thick	adj	67
teaching	verb	67
saturday	noun	67
reference	noun	67
potential	adj	67
paris	noun	67
occurred	verb	67
legs	noun	67
jury	noun	67
impact	noun	67
flat	adj	67
estimated	verb	67
ends	noun	67
dress	noun	67
communication	noun	67
chairman	noun	67
career	noun	67
background	noun	67
asking	verb	67
aside	adv	67
answered	verb	67
substantial	adj	66
sit	verb	66
significance	noun	66
search	noun	66
score	noun	66
relief	noun	66
properties	noun	66
plays	verb	66
page	noun	66
ourselves	pron	66
measured	verb	66
july	noun	66
issues	noun	66
intellectual	adj	66
honor	noun	66
helped	verb	66
hanover	noun	66
gross	noun	66
gets	verb	66
forest	noun	66
fingers	noun	66
experiments	noun	66
employees	noun	66
declared	verb	66
cutting	verb	66
closely	adv	66
chair	noun	66
capable	adj	66
block	noun	66
birth	noun	66
besides	adv	66
arts	noun	66
adequate	adj	66
wore	verb	65
typical	adj	65
supposed	verb	65
sleep	noun	65
rapidly	adv	65
phil	noun	65
passing	verb	65
objects	noun	65
object	noun	65
newspaper	noun	65
join	verb	65
jobs	noun	65
imagination	noun	65
hung	verb	65
holding	verb	65
headquarters	noun	65
escape	verb	65
dominant	adj	65
discussed	verb	65
die	verb	65
desk	noun	65
cell	noun	65
california	noun	65
attorney	noun	65
achievement	noun	65
yards	noun	64
towards	prep	64
spiritual	adj	64
site	noun	64
resolution	noun	64
reasonable	adj	64
primarily	adv	64
message	noun	64
matters	noun	64
maintenance	noun	64
located	verb	64
laos	noun	64
grew	verb	64
explain	verb	64
empty	adj	64
dream	noun	64
credit	noun	64
contemporary	adj	64
bodies	noun	64
belief	noun	64
aspects	noun	64
wind	noun	63
unusual	adj	63
tomorrow	noun	63
tom	noun	63
sufficient	adj	63
signal	noun	63
shop	noun	63
rifle	noun	63
relation	noun	63
powerful	adj	63
parker	noun	63
narrow	adj	63
location	noun	63
last	adv	63
kill	verb	63
highest	adj	63
happen	verb	63
grow	verb	63
fellow	noun	63
experiment	noun	63
dramatic	adj	63
domestic	adj	63
contact	noun	63
competition	noun	63
broken	verb	63
benefit	noun	63
assume	verb	63
argument	noun	63
appeal	noun	63
wilson	noun	62
struggle	noun	62
speaking	verb	62
sets	noun	62
senate	noun	62
save	verb	62
rising	verb	62
reduce	verb	62
recognize	verb	62
portion	noun	62
pleasure	noun	62
officials	noun	62
library	noun	62
internal	adj	62
homes	noun	62
guests	noun	62
greatly	adv	62
fund	noun	62
extreme	adj	62
equally	adv	62
drove	verb	62
december	noun	62
cool	adj	62
concerning	prep	62
careful	adj	62
billion	det	62
baby	noun	62
assignment	noun	62
arrived	verb	62
agencies	noun	62
achieved	verb	62
weapons	noun	61
victory	noun	61
vast	adj	61
travel	noun	61
tests	noun	61
speech	noun	61
soft	adj	61
showing	verb	61
shoulder	noun	61
shore	noun	61
procedures	noun	61
prices	noun	61
possibly	adv	61
organizations	noun	61
minister	noun	61
metal	noun	61
kid	noun	61
imagine	verb	61
ideal	adj	61
greek	adj	61
governments	noun	61
friendly	adj	61
feelings	noun	61
european	adj	61
eat	verb	61
duty	noun	61
du	noun	61
courses	noun	61
continuing	verb	61
commercial	adj	61
coast	noun	61
closer	adv	61
boston	noun	61
beach	noun	61
associated	verb	61
acting	verb	61
text	noun	60
technique	noun	60
task	noun	60
streets	noun	60
stared	verb	60
somewhere	adv	60
slow	adj	60
setting	verb	60
refused	verb	60
orchestra	noun	60
onto	prep	60
nose	noun	60
moon	noun	60
maintain	verb	60
machinery	noun	60
learning	verb	60
keeping	verb	60
heavily	adv	60
goal	noun	60
garden	noun	60
friday	noun	60
fat	adj	60
existing	verb	60
ended	verb	60
contract	noun	60
contained	verb	60
circle	noun	60
chemical	noun	60
armed	verb	60
uses	verb	59
ultimate	adj	59
tree	noun	59
thirty	det	59
tension	noun	59
taste	noun	59
struck	verb	59
stories	noun	59
songs	noun	59
solution	noun	59
snow	noun	59
